model,metric,point,ci_low,ci_high,boot_std,n_boot
hgb_window,MAE,6.690594985574868,5.995273750875253,7.530366283407945,0.38932892229414784,400
hgb_window,RMSE,12.18138093505535,10.622266288246928,14.034346660559363,0.8955472092533749,400
hgb_window,PHM_mean,10.2206441977593,2.104282662410386,22.285999335508265,5.35215873159241,400
gbr_window,MAE,7.437079156123792,6.8292598440284005,8.245684491329651,0.37060460805884304,400
gbr_window,RMSE,12.508364030133812,11.031883529457685,14.343945152367244,0.8495609515499289,400
gbr_window,PHM_mean,10.358142469109525,2.44951590414589,21.97921213415635,5.182066123145705,400
rf_window,MAE,7.946206673219304,7.301829105520786,8.82665905546964,0.39097638899857085,400
rf_window,RMSE,12.893960924684853,11.500309738093376,14.608808108783899,0.8135881363307199,400
rf_window,PHM_mean,9.38996023270263,2.5490908261638032,19.516885316316355,4.479240350775084,400
ridge_window,MAE,9.069021549431117,8.347569928255277,9.897679068890017,0.3940526872972729,400
ridge_window,RMSE,13.771058735928776,12.669146813507147,15.20759715239402,0.6466951688680307,400
ridge_window,PHM_mean,10.265996168952627,2.7274491945988926,21.747253275715547,5.038782343875526,400
rf_current,MAE,9.488916547182363,8.791154703099124,10.375661087697772,0.40945167893225226,400
rf_current,RMSE,15.15390549587215,13.870677345228783,16.748714091849923,0.7375171915613212,400
rf_current,PHM_mean,11.905980240826954,4.45680377665143,22.781452147217866,4.839398589342303,400
poly2_ridge_current,MAE,11.64374980697763,10.830219225291422,12.641639999712536,0.45981698485023054,400
poly2_ridge_current,RMSE,16.70804161173063,15.754547247340467,18.064107109539997,0.6012778278368621,400
poly2_ridge_current,PHM_mean,11.923762993037736,5.256057599663687,21.58036109102548,4.310632613849009,400
ridge_current,MAE,13.141129099574076,12.340394127432226,14.177236303416665,0.4845840016592346,400
ridge_current,RMSE,18.91857836639045,17.896079471023178,20.0982893696825,0.5742867081620215,400
ridge_current,PHM_mean,11.598443553799555,6.140696701884155,19.761971863716138,3.6628784539983164,400
