view,n,MAE,RMSE,R2,PHM_score_total,PHM_score_mean,bias_mean_error,late_fraction
last cycle per test engine (official benchmark view),248,8.612199365479496,12.732057280230814,0.9122512173432077,694.284714718133,2.799535139992472,0.6744584944952853,0.45564516129032256
all test rows,41214,6.690594985574868,12.18138093505535,0.7711549816644724,421233.62996645184,10.2206441977593,-1.5571000911472188,0.18260785170087834
