train_engines_analysed,onset_detected,onset_not_detected,RUL_at_onset_p25,RUL_at_onset_median,RUL_at_onset_p75,cap_selected,rule
182,182,0,91.5,112.5,134.75,110,"median RUL at degradation onset (3-sigma over the engine's own first-30-cycle baseline, persistent 3-of-5), snapped to the grid"
