view,n,MAE,RMSE,R2,PHM_score_total,PHM_score_mean,bias_mean_error,late_fraction
last cycle per test engine (official benchmark view),100,7.887268605870613,11.480559441907007,0.9140777331609802,251.36473012675503,2.51364730126755,2.4593195397473506,0.6
all test rows,16596,5.2147106386284285,9.386313678609683,0.857177883830163,29350.750321317766,1.7685436443310296,-0.6906644464003443,0.18703302000482044
