view,n,MAE,RMSE,R2,PHM_score_total,PHM_score_mean,bias_mean_error,late_fraction
last cycle per test engine (official benchmark view),100,9.30784535253401,12.56130312824548,0.9046811893968336,247.607285568076,2.4760728556807603,2.561324691863507,0.62
all test rows,13096,8.213866816013114,12.209068282609211,0.8270591281864657,31133.150969724786,2.377302303735857,-1.4756349554048718,0.27710751374465487
